event_id,event_type,source_location,sensor_id,time_step,particle_count,freeman_tukey
1,GloveBreach,1,2,52,2,3.1462643699419726
1,GloveBreach,1,2,53,3,3.732050807568877
1,GloveBreach,1,2,54,1,2.414213562373095
1,GloveBreach,1,2,55,2,3.1462643699419726
1,GloveBreach,1,2,56,2,3.1462643699419726
1,GloveBreach,1,2,57,2,3.1462643699419726
1,GloveBreach,1,2,58,0,1.0
1,GloveBreach,1,2,59,0,1.0
1,GloveBreach,1,3,0,1,2.414213562373095
1,GloveBreach,1,3,1,1,2.414213562373095
1,GloveBreach,1,3,2,0,1.0
1,GloveBreach,1,3,3,1,2.414213562373095
1,GloveBreach,1,3,4,3,3.732050807568877
1,GloveBreach,1,3,5,2,3.1462643699419726
1,GloveBreach,1,3,6,4,4.23606797749979
1,GloveBreach,1,3,7,4,4.23606797749979
1,GloveBreach,1,3,8,2,3.1462643699419726
1,GloveBreach,1,3,9,1,2.414213562373095
1,GloveBreach,1,3,10,0,1.0
1,GloveBreach,1,3,11,0,1.0
1,GloveBreach,1,3,12,1,2.414213562373095
1,GloveBreach,1,3,13,1,2.414213562373095
1,GloveBreach,1,3,14,6,5.095241053847769
1,GloveBreach,1,3,15,4,4.23606797749979
1,GloveBreach,1,3,16,3,3.732050807568877
1,GloveBreach,1,3,17,5,4.685557720282968
1,GloveBreach,1,3,18,4,4.23606797749979
1,GloveBreach,1,3,19,5,4.685557720282968
1,GloveBreach,1,3,20,7,5.4741784358107815
1,GloveBreach,1,3,21,0,1.0
1,GloveBreach,1,3,22,3,3.732050807568877
1,GloveBreach,1,3,23,5,4.685557720282968
1,GloveBreach,1,3,24,3,3.732050807568877
1,GloveBreach,1,3,25,6,5.095241053847769
1,GloveBreach,1,3,26,2,3.1462643699419726
1,GloveBreach,1,3,27,4,4.23606797749979
1,GloveBreach,1,3,28,1,2.414213562373095
1,GloveBreach,1,3,29,5,4.685557720282968
1,GloveBreach,1,3,30,5,4.685557720282968
1,GloveBreach,1,3,31,1,2.414213562373095
1,GloveBreach,1,3,32,1,2.414213562373095
1,GloveBreach,1,3,33,2,3.1462643699419726
1,GloveBreach,1,3,34,2,3.1462643699419726
1,GloveBreach,1,3,35,3,3.732050807568877
1,GloveBreach,1,3,36,1,2.414213562373095
1,GloveBreach,1,3,37,2,3.1462643699419726
1,GloveBreach,1,3,38,4,4.23606797749979
1,GloveBreach,1,3,39,1,2.414213562373095
1,GloveBreach,1,3,40,6,5.095241053847769
1,GloveBreach,1,3,41,1,2.414213562373095
1,GloveBreach,1,3,42,1,2.414213562373095
1,GloveBreach,1,3,43,3,3.732050807568877
1,GloveBreach,1,3,44,1,2.414213562373095
1,GloveBreach,1,3,45,3,3.732050807568877
1,GloveBreach,1,3,46,2,3.1462643699419726
1,GloveBreach,1,3,47,3,3.732050807568877
1,GloveBreach,1,3,48,1,2.414213562373095
1,GloveBreach,1,3,49,2,3.1462643699419726
1,GloveBreach,1,3,50,2,3.1462643699419726
1,GloveBreach,1,3,51,4,4.23606797749979
1,GloveBreach,1,3,52,1,2.414213562373095
1,GloveBreach,1,3,53,2,3.1462643699419726
1,GloveBreach,1,3,54,3,3.732050807568877
1,GloveBreach,1,3,55,2,3.1462643699419726
1,GloveBreach,1,3,56,0,1.0
1,GloveBreach,1,3,57,3,3.732050807568877
1,GloveBreach,1,3,58,1,2.414213562373095
1,GloveBreach,1,3,59,1,2.414213562373095
1,GloveBreach,1,4,0,0,1.0
1,GloveBreach,1,4,1,3,3.732050807568877
1,GloveBreach,1,4,2,2,3.1462643699419726
1,GloveBreach,1,4,3,4,4.23606797749979
1,GloveBreach,1,4,4,2,3.1462643699419726
1,GloveBreach,1,4,5,3,3.732050807568877
1,GloveBreach,1,4,6,3,3.732050807568877
1,GloveBreach,1,4,7,1,2.414213562373095
1,GloveBreach,1,4,8,2,3.1462643699419726
1,GloveBreach,1,4,9,1,2.414213562373095
1,GloveBreach,1,4,10,0,1.0
1,GloveBreach,1,4,11,3,3.732050807568877
1,GloveBreach,1,4,12,3,3.732050807568877
1,GloveBreach,1,4,13,3,3.732050807568877
1,GloveBreach,1,4,14,2,3.1462643699419726
1,GloveBreach,1,4,15,6,5.095241053847769
1,GloveBreach,1,4,16,6,5.095241053847769
1,GloveBreach,1,4,17,4,4.23606797749979
1,GloveBreach,1,4,18,2,3.1462643699419726
1,GloveBreach,1,4,19,3,3.732050807568877
1,GloveBreach,1,4,20,2,3.1462643699419726
1,GloveBreach,1,4,21,3,3.732050807568877
1,GloveBreach,1,4,22,1,2.414213562373095
1,GloveBreach,1,4,23,3,3.732050807568877
1,GloveBreach,1,4,24,4,4.23606797749979
1,GloveBreach,1,4,25,3,3.732050807568877
1,GloveBreach,1,4,26,1,2.414213562373095
1,GloveBreach,1,4,27,3,3.732050807568877
1,GloveBreach,1,4,28,4,4.23606797749979
1,GloveBreach,1,4,29,2,3.1462643699419726
1,GloveBreach,1,4,30,8,5.82842712474619
1,GloveBreach,1,4,31,2,3.1462643699419726
1,GloveBreach,1,4,32,2,3.1462643699419726
1,GloveBreach,1,4,33,3,3.732050807568877
1,GloveBreach,1,4,34,0,1.0
1,GloveBreach,1,4,35,3,3.732050807568877
1,GloveBreach,1,4,36,1,2.414213562373095
1,GloveBreach,1,4,37,2,3.1462643699419726
1,GloveBreach,1,4,38,1,2.414213562373095
1,GloveBreach,1,4,39,3,3.732050807568877
1,GloveBreach,1,4,40,1,2.414213562373095
1,GloveBreach,1,4,41,3,3.732050807568877
1,GloveBreach,1,4,42,2,3.1462643699419726
1,GloveBreach,1,4,43,3,3.732050807568877
1,GloveBreach,1,4,44,3,3.732050807568877
1,GloveBreach,1,4,45,3,3.732050807568877
1,GloveBreach,1,4,46,1,2.414213562373095
1,GloveBreach,1,4,47,4,4.23606797749979
1,GloveBreach,1,4,48,1,2.414213562373095
1,GloveBreach,1,4,49,4,4.23606797749979
1,GloveBreach,1,4,50,1,2.414213562373095
1,GloveBreach,1,4,51,1,2.414213562373095
1,GloveBreach,1,4,52,0,1.0
1,GloveBreach,1,4,53,0,1.0
1,GloveBreach,1,4,54,0,1.0
1,GloveBreach,1,4,55,2,3.1462643699419726
1,GloveBreach,1,4,56,2,3.1462643699419726
1,GloveBreach,1,4,57,0,1.0
1,GloveBreach,1,4,58,4,4.23606797749979
1,GloveBreach,1,4,59,2,3.1462643699419726
1,GloveBreach,1,5,0,3,3.732050807568877
1,GloveBreach,1,5,1,1,2.414213562373095
1,GloveBreach,1,5,2,2,3.1462643699419726
1,GloveBreach,1,5,3,0,1.0
1,GloveBreach,1,5,4,1,2.414213562373095
1,GloveBreach,1,5,5,3,3.732050807568877
1,GloveBreach,1,5,6,2,3.1462643699419726
1,GloveBreach,1,5,7,3,3.732050807568877
1,GloveBreach,1,5,8,1,2.414213562373095
1,GloveBreach,1,5,9,2,3.1462643699419726
1,GloveBreach,1,5,10,3,3.732050807568877
1,GloveBreach,1,5,11,0,1.0
1,GloveBreach,1,5,12,2,3.1462643699419726
1,GloveBreach,1,5,13,3,3.732050807568877
1,GloveBreach,1,5,14,2,3.1462643699419726
1,GloveBreach,1,5,15,3,3.732050807568877
1,GloveBreach,1,5,16,0,1.0
1,GloveBreach,1,5,17,3,3.732050807568877
1,GloveBreach,1,5,18,4,4.23606797749979
1,GloveBreach,1,5,19,2,3.1462643699419726
1,GloveBreach,1,5,20,2,3.1462643699419726
1,GloveBreach,1,5,21,1,2.414213562373095
1,GloveBreach,1,5,22,1,2.414213562373095
1,GloveBreach,1,5,23,2,3.1462643699419726
1,GloveBreach,1,5,24,0,1.0
1,GloveBreach,1,5,25,1,2.414213562373095
1,GloveBreach,1,5,26,2,3.1462643699419726
1,GloveBreach,1,5,27,1,2.414213562373095
1,GloveBreach,1,5,28,0,1.0
1,GloveBreach,1,5,29,0,1.0
1,GloveBreach,1,5,30,1,2.414213562373095
1,GloveBreach,1,5,31,5,4.685557720282968
1,GloveBreach,1,5,32,1,2.414213562373095
1,GloveBreach,1,5,33,3,3.732050807568877
1,GloveBreach,1,5,34,4,4.23606797749979
1,GloveBreach,1,5,35,2,3.1462643699419726
1,GloveBreach,1,5,36,1,2.414213562373095
1,GloveBreach,1,5,37,0,1.0
1,GloveBreach,1,5,38,3,3.732050807568877
1,GloveBreach,1,5,39,4,4.23606797749979
1,GloveBreach,1,5,40,2,3.1462643699419726
1,GloveBreach,1,5,41,3,3.732050807568877
1,GloveBreach,1,5,42,1,2.414213562373095
1,GloveBreach,1,5,43,0,1.0
1,GloveBreach,1,5,44,1,2.414213562373095
1,GloveBreach,1,5,45,1,2.414213562373095
1,GloveBreach,1,5,46,2,3.1462643699419726
1,GloveBreach,1,5,47,4,4.23606797749979
1,GloveBreach,1,5,48,4,4.23606797749979
1,GloveBreach,1,5,49,0,1.0
1,GloveBreach,1,5,50,2,3.1462643699419726
1,GloveBreach,1,5,51,3,3.732050807568877
1,GloveBreach,1,5,52,0,1.0
1,GloveBreach,1,5,53,3,3.732050807568877
1,GloveBreach,1,5,54,2,3.1462643699419726
1,GloveBreach,1,5,55,6,5.095241053847769
1,GloveBreach,1,5,56,3,3.732050807568877
1,GloveBreach,1,5,57,4,4.23606797749979
1,GloveBreach,1,5,58,2,3.1462643699419726
1,GloveBreach,1,5,59,0,1.0
2,MechanicalFriction,4,0,0,1,2.414213562373095
2,MechanicalFriction,4,0,1,3,3.732050807568877
2,MechanicalFriction,4,0,2,3,3.732050807568877
2,MechanicalFriction,4,0,3,2,3.1462643699419726
2,MechanicalFriction,4,0,4,1,2.414213562373095
2,MechanicalFriction,4,0,5,1,2.414213562373095
2,MechanicalFriction,4,0,6,4,4.23606797749979
2,MechanicalFriction,4,0,7,4,4.23606797749979
2,MechanicalFriction,4,0,8,0,1.0
2,MechanicalFriction,4,0,9,3,3.732050807568877
2,MechanicalFriction,4,0,10,3,3.732050807568877
2,MechanicalFriction,4,0,11,3,3.732050807568877
2,MechanicalFriction,4,0,12,3,3.732050807568877
2,MechanicalFriction,4,0,13,3,3.732050807568877
2,MechanicalFriction,4,0,14,2,3.1462643699419726
2,MechanicalFriction,4,0,15,2,3.1462643699419726
2,MechanicalFriction,4,0,16,6,5.095241053847769
2,MechanicalFriction,4,0,17,7,5.4741784358107815
2,MechanicalFriction,4,0,18,2,3.1462643699419726
2,MechanicalFriction,4,0,19,1,2.414213562373095
2,MechanicalFriction,4,0,20,4,4.23606797749979
2,MechanicalFriction,4,0,21,1,2.414213562373095
2,MechanicalFriction,4,0,22,5,4.685557720282968
2,MechanicalFriction,4,0,23,0,1.0
2,MechanicalFriction,4,0,24,1,2.414213562373095
2,MechanicalFriction,4,0,25,3,3.732050807568877
2,MechanicalFriction,4,0,26,3,3.732050807568877
2,MechanicalFriction,4,0,27,3,3.732050807568877
2,MechanicalFriction,4,0,28,3,3.732050807568877
2,MechanicalFriction,4,0,29,3,3.732050807568877
2,MechanicalFriction,4,0,30,3,3.732050807568877
2,MechanicalFriction,4,0,31,3,3.732050807568877
2,MechanicalFriction,4,0,32,1,2.414213562373095
2,MechanicalFriction,4,0,33,4,4.23606797749979
2,MechanicalFriction,4,0,34,2,3.1462643699419726
2,MechanicalFriction,4,0,35,3,3.732050807568877
2,MechanicalFriction,4,0,36,4,4.23606797749979
2,MechanicalFriction,4,0,37,6,5.095241053847769
2,MechanicalFriction,4,0,38,4,4.23606797749979
2,MechanicalFriction,4,0,39,4,4.23606797749979
2,MechanicalFriction,4,0,40,2,3.1462643699419726
2,MechanicalFriction,4,0,41,4,4.23606797749979
2,MechanicalFriction,4,0,42,2,3.1462643699419726
2,MechanicalFriction,4,0,43,1,2.414213562373095
2,MechanicalFriction,4,0,44,4,4.23606797749979
2,MechanicalFriction,4,0,45,2,3.1462643699419726
2,MechanicalFriction,4,0,46,2,3.1462643699419726
2,MechanicalFriction,4,0,47,2,3.1462643699419726
2,MechanicalFriction,4,0,48,6,5.095241053847769
2,MechanicalFriction,4,0,49,1,2.414213562373095
2,MechanicalFriction,4,0,50,2,3.1462643699419726
2,MechanicalFriction,4,0,51,2,3.1462643699419726
2,MechanicalFriction,4,0,52,1,2.414213562373095
2,MechanicalFriction,4,0,53,2,3.1462643699419726
2,MechanicalFriction,4,0,54,10,6.47890245052378
2,MechanicalFriction,4,0,55,1,2.414213562373095
2,MechanicalFriction,4,0,56,3,3.732050807568877
2,MechanicalFriction,4,0,57,2,3.1462643699419726
2,MechanicalFriction,4,0,58,6,5.095241053847769
2,MechanicalFriction,4,0,59,2,3.1462643699419726
2,MechanicalFriction,4,1,0,3,3.732050807568877
2,MechanicalFriction,4,1,1,1,2.414213562373095
2,MechanicalFriction,4,1,2,0,1.0
2,MechanicalFriction,4,1,3,4,4.23606797749979
2,MechanicalFriction,4,1,4,2,3.1462643699419726
2,MechanicalFriction,4,1,5,4,4.23606797749979
2,MechanicalFriction,4,1,6,3,3.732050807568877
2,MechanicalFriction,4,1,7,3,3.732050807568877
2,MechanicalFriction,4,1,8,2,3.1462643699419726
2,MechanicalFriction,4,1,9,0,1.0
2,MechanicalFriction,4,1,10,2,3.1462643699419726
2,MechanicalFriction,4,1,11,3,3.732050807568877
2,MechanicalFriction,4,1,12,3,3.732050807568877
2,MechanicalFriction,4,1,13,2,3.1462643699419726
2,MechanicalFriction,4,1,14,7,5.4741784358107815
2,MechanicalFriction,4,1,15,3,3.732050807568877
2,MechanicalFriction,4,1,16,1,2.414213562373095
2,MechanicalFriction,4,1,17,5,4.685557720282968
2,MechanicalFriction,4,1,18,2,3.1462643699419726
2,MechanicalFriction,4,1,19,4,4.23606797749979
2,MechanicalFriction,4,1,20,0,1.0
2,MechanicalFriction,4,1,21,3,3.732050807568877
2,MechanicalFriction,4,1,22,4,4.23606797749979
2,MechanicalFriction,4,1,23,4,4.23606797749979
2,MechanicalFriction,4,1,24,8,5.82842712474619
2,MechanicalFriction,4,1,25,1,2.414213562373095
2,MechanicalFriction,4,1,26,3,3.732050807568877
2,MechanicalFriction,4,1,27,4,4.23606797749979
2,MechanicalFriction,4,1,28,3,3.732050807568877
2,MechanicalFriction,4,1,29,7,5.4741784358107815
2,MechanicalFriction,4,1,30,1,2.414213562373095
2,MechanicalFriction,4,1,31,6,5.095241053847769
2,MechanicalFriction,4,1,32,5,4.685557720282968
2,MechanicalFriction,4,1,33,3,3.732050807568877
2,MechanicalFriction,4,1,34,0,1.0
2,MechanicalFriction,4,1,35,2,3.1462643699419726
2,MechanicalFriction,4,1,36,2,3.1462643699419726
2,MechanicalFriction,4,1,37,5,4.685557720282968
2,MechanicalFriction,4,1,38,3,3.732050807568877
2,MechanicalFriction,4,1,39,0,1.0
2,MechanicalFriction,4,1,40,6,5.095241053847769
2,MechanicalFriction,4,1,41,4,4.23606797749979
2,MechanicalFriction,4,1,42,5,4.685557720282968
2,MechanicalFriction,4,1,43,1,2.414213562373095
2,MechanicalFriction,4,1,44,1,2.414213562373095
2,MechanicalFriction,4,1,45,2,3.1462643699419726
2,MechanicalFriction,4,1,46,3,3.732050807568877
2,MechanicalFriction,4,1,47,6,5.095241053847769
2,MechanicalFriction,4,1,48,3,3.732050807568877
2,MechanicalFriction,4,1,49,1,2.414213562373095
2,MechanicalFriction,4,1,50,4,4.23606797749979
2,MechanicalFriction,4,1,51,2,3.1462643699419726
2,MechanicalFriction,4,1,52,4,4.23606797749979
2,MechanicalFriction,4,1,53,4,4.23606797749979
2,MechanicalFriction,4,1,54,3,3.732050807568877
2,MechanicalFriction,4,1,55,2,3.1462643699419726
2,MechanicalFriction,4,1,56,3,3.732050807568877
2,MechanicalFriction,4,1,57,5,4.685557720282968
2,MechanicalFriction,4,1,58,5,4.685557720282968
2,MechanicalFriction,4,1,59,4,4.23606797749979
2,MechanicalFriction,4,2,0,3,3.732050807568877
2,MechanicalFriction,4,2,1,1,2.414213562373095
2,MechanicalFriction,4,2,2,3,3.732050807568877
2,MechanicalFriction,4,2,3,3,3.732050807568877
2,MechanicalFriction,4,2,4,3,3.732050807568877
2,MechanicalFriction,4,2,5,4,4.23606797749979
2,MechanicalFriction,4,2,6,3,3.732050807568877
2,MechanicalFriction,4,2,7,1,2.414213562373095
2,MechanicalFriction,4,2,8,7,5.4741784358107815
2,MechanicalFriction,4,2,9,3,3.732050807568877
2,MechanicalFriction,4,2,10,5,4.685557720282968
2,MechanicalFriction,4,2,11,4,4.23606797749979
2,MechanicalFriction,4,2,12,3,3.732050807568877
2,MechanicalFriction,4,2,13,3,3.732050807568877
2,MechanicalFriction,4,2,14,2,3.1462643699419726
2,MechanicalFriction,4,2,15,3,3.732050807568877
2,MechanicalFriction,4,2,16,1,2.414213562373095
2,MechanicalFriction,4,2,17,1,2.414213562373095
2,MechanicalFriction,4,2,18,3,3.732050807568877
2,MechanicalFriction,4,2,19,1,2.414213562373095
2,MechanicalFriction,4,2,20,2,3.1462643699419726
2,MechanicalFriction,4,2,21,3,3.732050807568877
2,MechanicalFriction,4,2,22,5,4.685557720282968
2,MechanicalFriction,4,2,23,3,3.732050807568877
2,MechanicalFriction,4,2,24,1,2.414213562373095
2,MechanicalFriction,4,2,25,1,2.414213562373095
2,MechanicalFriction,4,2,26,6,5.095241053847769
2,MechanicalFriction,4,2,27,3,3.732050807568877
2,MechanicalFriction,4,2,28,2,3.1462643699419726
2,MechanicalFriction,4,2,29,3,3.732050807568877
2,MechanicalFriction,4,2,30,1,2.414213562373095
2,MechanicalFriction,4,2,31,2,3.1462643699419726
2,MechanicalFriction,4,2,32,6,5.095241053847769
2,MechanicalFriction,4,2,33,4,4.23606797749979
2,MechanicalFriction,4,2,34,3,3.732050807568877
2,MechanicalFriction,4,2,35,5,4.685557720282968
2,MechanicalFriction,4,2,36,1,2.414213562373095
2,MechanicalFriction,4,2,37,4,4.23606797749979
2,MechanicalFriction,4,2,38,5,4.685557720282968
2,MechanicalFriction,4,2,39,3,3.732050807568877
2,MechanicalFriction,4,2,40,2,3.1462643699419726
2,MechanicalFriction,4,2,41,3,3.732050807568877
2,MechanicalFriction,4,2,42,6,5.095241053847769
2,MechanicalFriction,4,2,43,3,3.732050807568877
2,MechanicalFriction,4,2,44,1,2.414213562373095
2,MechanicalFriction,4,2,45,1,2.414213562373095
2,MechanicalFriction,4,2,46,3,3.732050807568877
2,MechanicalFriction,4,2,47,1,2.414213562373095
2,MechanicalFriction,4,2,48,3,3.732050807568877
2,MechanicalFriction,4,2,49,4,4.23606797749979
2,MechanicalFriction,4,2,50,2,3.1462643699419726
2,MechanicalFriction,4,2,51,3,3.732050807568877
2,MechanicalFriction,4,2,52,2,3.1462643699419726
2,MechanicalFriction,4,2,53,5,4.685557720282968
2,MechanicalFriction,4,2,54,2,3.1462643699419726
2,MechanicalFriction,4,2,55,4,4.23606797749979
2,MechanicalFriction,4,2,56,6,5.095241053847769
2,MechanicalFriction,4,2,57,2,3.1462643699419726
2,MechanicalFriction,4,2,58,2,3.1462643699419726
2,MechanicalFriction,4,2,59,6,5.095241053847769
2,MechanicalFriction,4,3,0,3,3.732050807568877
2,MechanicalFriction,4,3,1,2,3.1462643699419726
2,MechanicalFriction,4,3,2,0,1.0
2,MechanicalFriction,4,3,3,2,3.1462643699419726
2,MechanicalFriction,4,3,4,2,3.1462643699419726
